confidence,text
98.86094665527344,D. Brawn Manufacture
98.32373046875,Invoice no. DVT-AX-345678
99.87423706054688,Payment date: 03/12/2006
99.9659194946289,Reference
99.97383117675781,Designation
99.88109588623047,Qty Unit price
99.64777374267578,Total CHF
99.93917846679688,Sales
99.84114837646484,Work
99.84703063964844,SERVICE D
99.9515380859375,COMPLETE OVERHAUL
99.90447235107422,1
99.87943267822266,5500.00
99.88756561279297,5500.00
99.98558044433594,220
99.87765502929688,SERVICE D
99.93363952636719,REFRESHING COMPLETE CASE
99.96934509277344,1
99.87599182128906,380.00
99.9090347290039,380.00
99.98446655273438,220
98.06087493896484,AND RHODIUM BATH
99.87381744384766,Exterior parts:
97.95269775390625,JO.297.065.FP
99.92189025878906,FLAT GASKET
99.96363830566406,1
99.89640808105469,3.00
99.85247039794922,3.00
99.98178100585938,220
93.7184066772461,JO.197.075.FP
99.93284606933594,FLAT GASKET
98.3769760131836,1
84.99507141113281,4.00
99.86569213867188,4.00
99.96942138671875,220
93.91578674316406,JO.199.059.OS
99.8158187866211,FLAT ROUND GASKET
85.88225555419922,1
99.68434143066406,6.00
99.87860870361328,6.00
99.9863052368164,220
98.54803466796875,VI.261.036.BC
99.43311309814453,W.G.FIXATION SCREWS
99.91036987304688,10
99.8160171508789,4.00
99.91798400878906,40.00
99.98561096191406,220
97.08768463134766,Al.465.055.BC
99.75126647949219,"WHITE GOLD ""FOIL"""
99.95234680175781,1
99.92443084716797,70.00
99.84907531738281,70.00
99.98130798339844,220
99.86421203613281,PAIR OF HAND
95.02777099609375,LENGTH: 10/13.50MM
99.86360931396484,CALIBRE 2868
99.95339965820312,SPECIAL DISCOUNT
99.83756256103516,-3003.00
99.78953552246094,-3003.00
99.96873474121094,Discount
99.81938934326172,-900.00
99.70053100585938,-900.00
99.8590316772461,Total CHF
99.89376831054688,2100.00
99.86502838134766,RETURN AFTER REPAIR
99.81317138671875,NO COMMERCIAL VALUE
99.76579284667969,Payment
99.06586456298828,Mr. John Doe
99.5311279296875,"Green Street 15, Office 4"
99.94127655029297,1234 Vermut
99.84320831298828,New Caledonia
99.82132720947266,Credit Card: Visa
99.81253814697266,Card No: 112345678
99.46170043945312,D.
99.94147491455078,Brawn
97.17967224121094,Manufacture
99.73188781738281,Invoice
99.44151306152344,no.
95.79777526855469,DVT-AX-345678
99.94242095947266,Payment
99.76359558105469,date:
99.91669464111328,03/12/2006
99.9538803100586,Qty
99.7562026977539,Unit
99.93321228027344,price
99.91508483886719,Total
99.3804702758789,CHF
99.95006561279297,SERVICE
99.7439956665039,D
99.95044708251953,COMPLETE
99.95262908935547,OVERHAUL
99.95137786865234,SERVICE
99.80393981933594,D
99.94463348388672,REFRESHING
99.94609832763672,COMPLETE
99.9101791381836,CASE
99.84769439697266,AND
99.96731567382812,RHODIUM
94.36762237548828,BATH
99.84689331054688,Exterior
99.90074920654297,parts:
99.898681640625,FLAT
99.94508361816406,GASKET
99.93055725097656,FLAT
99.93512725830078,GASKET
99.62741088867188,FLAT
99.87234497070312,ROUND
99.94770050048828,GASKET
99.04135131835938,W.G.FIXATION
99.82486724853516,SCREWS
99.91972351074219,WHITE
99.67415618896484,GOLD
99.65990447998047,"""FOIL"""
99.7590560913086,PAIR
99.90455627441406,OF
99.92902374267578,HAND
92.00353240966797,LENGTH:
98.05200958251953,10/13.50MM
99.9001235961914,CALIBRE
99.82710266113281,2868
99.96110534667969,SPECIAL
99.9457015991211,DISCOUNT
99.94728088378906,Total
99.7707748413086,CHF
99.90570068359375,RETURN
99.79778289794922,AFTER
99.8916015625,REPAIR
99.58121490478516,NO
99.95475006103516,COMMERCIAL
99.903564453125,VALUE
97.53636932373047,Mr.
99.82954406738281,John
99.83169555664062,Doe
99.96934509277344,Green
98.49870300292969,Street
99.54466247558594,"15,"
99.90225219726562,Office
99.74066925048828,4
99.97480773925781,1234
99.90775299072266,Vermut
99.71927642822266,New
99.9671401977539,Caledonia
99.88725280761719,Credit
99.7372055053711,Card:
99.83952331542969,Visa
99.86589813232422,Card
99.6029052734375,No:
99.96879577636719,112345678
