confidence,text
99.43276977539062,FORM 01
98.7658462524414,CUSTOMER'S REFERENCE DATA CONFIRMATION
99.48828125,Bank guarantees the secrecy of information on the Customer/the Holder specified herein in accordance
99.83003997802734,Main
99.07942199707031,with the General Terms and Conditions and the procedures established by appicable laws
99.76751708984375,PERSONAL DETAILS
99.56269073486328,Mr
99.34561920166016,Mrs
99.34963989257812,Ms
98.35406494140625,Miss
98.56942749023438,First Name
81.99047088623047,N H A L
99.2533950805664,Middle Initial
97.97582244873047,Last Name
77.13240051269531,Y A L C 1 N
99.62793731689453,Nationality
72.00545501708984,T u R K 1 S H
99.27595520019531,City of Birth
72.58395385742188,"T A N B U L,"
99.4029541015625,Birth Date
98.38703918457031,(mm dd yyyy)
51.60055160522461,D 4 / 3 / 2 D O T
99.47289276123047,Social Security Number
69.03459167480469,b 2 b 2 2 3 7 4t 4
99.24992370605469,ADDRESSICONTACT DETAILS
99.31501007080078,FIXED ADDRESS
99.8848876953125,Country
85.16717529296875,S A
99.01966094970703,ZIP code
77.33179473876953,9 3 2
99.8377456665039,State
79.3375015258789,C A L T 0 R N ( A
85.49072265625,City S A N
80.90617370605469,J S E
99.7420654296875,Street
66.7820816040039,5 A R A T 0 G ST.
99.85371398925781,House
58.39435577392578,< 5 4 4
99.73663330078125,Building
99.69195556640625,Apartment
99.54976654052734,Home Phone
65.70531463623047,4 O 8 6 5 O # 5 2 3
99.35513305664062,Mobile Phone
72.27033233642578,5 6 0 4 4+ 5 9 6 3 O
99.11680603027344,PRESENT ADDRESS
99.86476135253906,Country
72.46492767333984,S A
99.10550689697266,ZIP code
65.58708190917969,9
83.55226135253906,S
97.04496002197266,2
83.11915588378906,T
99.80642700195312,State
61.57047653198242,C A L f 0 R N A
98.0313491821289,City
79.6092300415039,A
72.06487274169922,N
63.24101638793945,0 S E
99.80130767822266,Street
68.47442626953125,w L L A m Ss S T .
99.84715270996094,House
82.93463897705078,5 4 < 5
99.01922607421875,Building
99.82748413085938,Apartment
98.5681381225586,PROFESSIONAL DETAILS
99.6678237915039,Employed
99.6739273071289,Self-employed
99.86953735351562,Retred
99.77815246582031,Other
98.68942260742188,Name of Employer or if
99.58396911621094,"Self-Employed, Trading Name"
77.78748321533203,A B B u S
75.50120544433594,A
64.69529724121094,S O FTWARE F W A
85.09293365478516,H O us E
41.525543212890625,\ N C
98.41936492919922,Occupation
79.3061294555664,P 0 D U C
58.79460144042969,5 P P 0 RT
66.30003356933594,< P E C f p\ L 1 S T
98.59481811523438,Country
61.87223815917969,U S A
88.4881820678711,ZIP code
99.8055419921875,State
71.27743530273438,C A L 1 F 0 R N AA
98.7203598022461,City
83.81004333496094,S
20.43154525756836,A
77.45869445800781,N 0 S
99.80735778808594,Street
58.28258514404297,F R C ( O N T
47.300567626953125,L V D s
99.8415298461914,House
99.13736724853516,Building
74.62754821777344,4 722(
99.91998291015625,Apartment
98.53500366210938,Work Phone
17.83321189880371,5
61.2348747253418,O
80.89529418945312,2
75.11514282226562,2.
16.390792846679688,6
32.08845138549805,4
74.84174346923828,+
99.27986145019531,Mobile Phone
99.38551330566406,"Gross Annual Income, USD"
55.3453254699707,1 O O D 0
99.64710235595703,Employment Date
96.81791687011719,(mm dd yyy)
78.32291412353516,D b / a
57.8486328125,/ 2 0 6
99.37129974365234,IConfirm the Correctness of the Information above
43.21427917480469,ndhalatomin
99.79051971435547,Stamp
99.76154327392578,Document Date
93.943115234375,6 5 2 9 1 4 1
82.9446792602539,6 7 7 O 7 9
54.29094314575195,0 / 1 D / 20 07 F
97.83222961425781,(mm ddyyyy)
98.45526885986328,(Employer HR Officer Signature)
99.8064956665039,FORM
99.05905151367188,01
96.02191162109375,CUSTOMER'S
99.50171661376953,REFERENCE
99.78353881835938,DATA
99.7562026977539,CONFIRMATION
99.44941711425781,Bank
99.80328369140625,guarantees
99.77449035644531,the
99.7952651977539,secrecy
98.11151885986328,of
99.65620422363281,information
99.5063247680664,on
99.8559341430664,the
99.18407440185547,Customer/the
99.55917358398438,Holder
99.70980834960938,specified
99.711669921875,herein
98.85580444335938,in
99.86296844482422,accordance
96.91683959960938,with
99.59710693359375,the
99.33856201171875,General
99.18253326416016,Terms
99.6878662109375,and
99.7942886352539,Conditions
99.78604888916016,and
99.81544494628906,the
99.76759338378906,procedures
96.80487060546875,established
99.218505859375,by
98.85748291015625,appicable
99.26534271240234,laws
99.8380126953125,PERSONAL
99.697021484375,DETAILS
98.13387298583984,First
99.00497436523438,Name
90.53659057617188,N
79.15042877197266,H
89.09955596923828,A
69.17530059814453,L
99.3707275390625,Middle
99.13606262207031,Initial
97.5989990234375,Last
98.35264587402344,Name
55.61814880371094,Y
89.40758514404297,A
90.89317321777344,L
86.41010284423828,C
57.211952209472656,1
83.25341033935547,N
80.97505950927734,T
74.39176177978516,u
91.08293914794922,R
90.52082061767578,K
41.27195739746094,1
87.02093505859375,S
38.774696350097656,H
99.4266357421875,City
99.43966674804688,of
98.9615707397461,Birth
85.64219665527344,T
80.43043518066406,A
68.91619110107422,N
91.50255584716797,B
49.57609558105469,U
59.43624496459961,"L,"
99.44647216796875,Birth
99.35942840576172,Date
98.9355239868164,(mm
97.77325439453125,dd
98.45234680175781,yyyy)
63.03611373901367,D
96.3808364868164,4
30.478931427001953,/
94.37132263183594,3
32.105560302734375,/
41.7008171081543,2
24.610252380371094,D
47.00553894042969,O
34.715606689453125,T
99.26580810546875,Social
99.51271057128906,Security
99.6401596069336,Number
49.80770492553711,b
45.62918472290039,2
57.00316619873047,b
92.07839965820312,2
96.54888916015625,2
76.4954833984375,3
84.63052368164062,7
41.897151947021484,4t
77.2208251953125,4
99.72373962402344,ADDRESSICONTACT
98.7761001586914,DETAILS
99.09512329101562,FIXED
99.53489685058594,ADDRESS
73.73551177978516,S
96.59884643554688,A
98.69609832763672,ZIP
99.34323120117188,code
65.41773986816406,9
76.4609146118164,3
90.11672973632812,2
83.69802856445312,C
81.89922332763672,A
94.43834686279297,L
89.9619369506836,T
82.9999771118164,0
91.58370971679688,R
94.91814422607422,N
13.835132598876953,(
80.7030029296875,A
98.53642272949219,City
80.22164916992188,S
91.59680938720703,A
71.60798645019531,N
72.88922119140625,J
81.52874755859375,S
88.30056762695312,E
58.91124725341797,5
13.976738929748535,A
89.78514099121094,R
84.78549194335938,A
73.33441162109375,T
43.27675247192383,0
90.30670928955078,G
79.880126953125,ST.
41.23069763183594,<
41.27090072631836,5
98.85167694091797,4
52.22414016723633,4
99.72457885742188,Home
99.37495422363281,Phone
93.81024932861328,4
58.73558044433594,O
22.484033584594727,8
77.90074157714844,6
95.63134002685547,5
49.88053894042969,O
55.19696044921875,#
26.472747802734375,5
88.13231658935547,2
88.80857849121094,3
99.450439453125,Mobile
99.25982666015625,Phone
69.80720520019531,5
52.43317413330078,6
81.102783203125,0
91.0940170288086,4
49.38175582885742,4+
93.14967346191406,5
78.68617248535156,9
92.65300750732422,6
45.828121185302734,3
68.56742095947266,O
98.99868774414062,PRESENT
99.23493194580078,ADDRESS
47.3162956237793,S
97.61356353759766,A
98.87825775146484,ZIP
99.33275604248047,code
19.217071533203125,C
97.4397201538086,A
97.5026626586914,L
45.660301208496094,f
22.175907135009766,0
39.79205322265625,R
74.4548110961914,N
96.32131958007812,A
57.313411712646484,0
42.73300552368164,S
89.67662811279297,E
37.793819427490234,w
73.35716247558594,L
94.23777770996094,L
96.8819808959961,A
93.49230194091797,m
28.28866195678711,Ss
73.83305358886719,S
88.41471862792969,T
29.97039031982422,.
69.73506164550781,5
88.91973876953125,4
81.1102066040039,<
91.97355651855469,5
98.06460571289062,PROFESSIONAL
99.07166290283203,DETAILS
99.75436401367188,Name
98.8515625,of
99.63988494873047,Employer
98.52112579345703,or
96.68019104003906,if
99.2439956665039,"Self-Employed,"
99.67878723144531,Trading
99.82913208007812,Name
90.87966918945312,A
81.65245819091797,B
81.85708618164062,B
77.82157897949219,u
56.72662353515625,S
76.38687133789062,S
63.85466003417969,O FTWARE
79.34552764892578,F
32.744876861572266,W
71.14457702636719,A
82.69319915771484,H
77.70625305175781,O
88.3584976196289,us
91.61376190185547,E
2.8709716796875,\
43.290252685546875,N
78.4154052734375,C
91.19004821777344,P
95.76997375488281,0
82.38867950439453,D
33.86445617675781,U
93.31749725341797,C
16.263338088989258,5
37.81733703613281,P
87.45965576171875,P
71.72200012207031,0
80.71066284179688,RT
45.58261489868164,<
84.99752044677734,P
81.74505615234375,E
96.85289001464844,C
33.04386520385742,f
79.74495697021484,p\
93.91632843017578,L
20.236751556396484,1
34.4074592590332,S
92.47290802001953,T
38.17653274536133,U
53.561614990234375,S
93.87857055664062,A
85.47219848632812,ZIP
91.50416564941406,code
91.27603149414062,C
87.85397338867188,A
88.99628448486328,L
15.796979904174805,1
85.26029968261719,F
64.81108093261719,0
91.18816375732422,R
44.9342155456543,N
71.37987518310547,AA
88.73908996582031,N
82.48176574707031,0
61.15523147583008,S
89.56378936767578,F
79.58497619628906,R
47.75294494628906,C
17.97089195251465,(
52.37648391723633,O
69.12366485595703,N
51.60533142089844,T
80.52040100097656,L
35.69352340698242,V
67.97444152832031,D
5.0139055252075195,s
86.64285278320312,4
62.61223602294922,722(
98.31867980957031,Work
98.75132751464844,Phone
99.17113494873047,Mobile
99.38859558105469,Phone
99.68898010253906,Gross
99.51190185546875,Annual
99.05691528320312,"Income,"
99.28425598144531,USD
80.06631469726562,1
13.503927230834961,O
68.52958679199219,O
35.512916564941406,D
79.11388397216797,0
99.80758666992188,Employment
99.48661804199219,Date
98.72696685791016,(mm
97.76876068115234,dd
93.9580307006836,yyy)
86.96989440917969,D
89.25572967529297,b
87.21649169921875,/
49.84955596923828,a
86.61478424072266,/
20.292776107788086,2
40.80598449707031,0
83.68098449707031,6
98.57337951660156,IConfirm
99.20742797851562,the
99.78038024902344,Correctness
99.2235336303711,of
99.37525939941406,the
99.74674224853516,Information
99.69232940673828,above
99.87361907958984,Document
99.64946746826172,Date
92.63310241699219,6
92.3724594116211,5
93.52093505859375,2
95.91134643554688,9
94.79068756103516,1
90.78142547607422,4
97.59186553955078,1
91.58489990234375,6
88.0890121459961,7
89.06856536865234,7
84.90814208984375,O
60.69846725463867,7
83.3189697265625,9
37.50071334838867,0
82.88027954101562,/
15.947667121887207,1
64.17927551269531,D
91.64041137695312,/
66.46896362304688,20 07
21.4193115234375,F
98.09544372558594,(mm
97.56902313232422,ddyyyy)
96.40641784667969,(Employer
99.13713836669922,HR
98.82958984375,Officer
99.44792175292969,Signature)
