confidence,text
99.82070922851562,Your electricity bill
99.70857238769531,Page 1 of 4
99.82394409179688,For billing and service inquiries
99.87710571289062,Customer account
99.6524429321289,call 1-800-684-81
99.49752807617188,"24 hrs a day, 7 days a week"
99.80082702636719,Service account
99.63044738769531,3-027-9771-45
97.04158020019531,Date bill prepared: Jul 1 '08
99.62312316894531,Rotating outage
99.06127166748047,Group A070
99.81841278076172,Your account summary
99.74504852294922,Amount of your last bill
99.7174072265625,$86.46
99.02642059326172,Payment we received on Jun 8'08 thank you
99.53375244140625,-$86.46
99.93934631347656,Balance forward
99.78108978271484,$0.00
99.15095520019531,Your new charges
99.16314697265625,$112.56
99.47611236572266,Total amount you owe by Jul 21 '08
98.97003173828125,$112.56
99.87156677246094,Compare the electricity you are using
92.42599487304688,Your estimated read for meter 308-520042 - Jun 27 27'08 '08
99.75703430175781,65850
98.40320587158203,Your next meter read will be on or about Jul 29 '08.
97.7483901977539,Your previous read - May 29 '08
94.34178161621094,- 65199
99.70738220214844,Total electricity you used this month in kWh
99.95321655273438,651
99.84300994873047,Your daily average electricity usage (kWh)
99.66207122802734,58
99.73466491699219,39
99.79315185546875,19
92.96400451660156,0
86.96420288085938,Jun '06 Jun '0 Jul L'07 Aug '07 Sep '07 Oct '07 Nov '07 Dec '07 Jan '08 Feb' '08 Mar '08 Apr '08 May '08 Jun '08
95.0679931640625,* No data available
99.21907806396484,Please return the payment stub below with your paymen and make your check payable to Southern California Edison.
99.46400451660156,"If you want to pay in person, call 1-800-747-8908 for locations, or you can pay online at www.sce.com."
91.60514831542969,(14-574)
75.38441467285156,<
99.00159454345703,Amount due by Jul 21 '08
99.42500305175781,$112.56
99.69161987304688,Please write this number on your check.
99.90023040771484,Amount enclosed
99.9263916015625,$
99.65154266357422,Your
99.9874496459961,electricity
99.8231201171875,bill
99.8906478881836,Page
99.63571166992188,1
99.64785766601562,of
99.66004943847656,4
99.8785171508789,For
99.81541442871094,billing
99.68717956542969,and
99.79804229736328,service
99.94058227539062,inquiries
99.88445281982422,Customer
99.86976623535156,account
99.44745635986328,call
99.857421875,1-800-684-81
99.69271087646484,24
98.65065002441406,hrs
99.75121307373047,a
99.75969696044922,"day,"
99.63472747802734,7
99.87482452392578,days
99.71623992919922,a
98.900146484375,week
99.85720825195312,Service
99.74444580078125,account
99.90650177001953,Date
99.81089782714844,bill
99.93712615966797,prepared:
98.992919921875,Jul
85.17304229736328,1
98.42900848388672,'08
99.72804260253906,Rotating
99.5182113647461,outage
99.30142211914062,Group
98.82112884521484,A070
99.7627944946289,Your
99.812255859375,account
99.88019561767578,summary
99.85018920898438,Amount
99.60749053955078,of
99.93287658691406,your
99.6143798828125,last
99.72029113769531,bill
99.90000915527344,Payment
99.17655944824219,we
99.9221420288086,received
99.80036926269531,on
99.38748931884766,Jun
94.79500579833984,8'08
99.37835693359375,thank
99.85145568847656,you
99.93463897705078,Balance
99.94404602050781,forward
99.733642578125,Your
97.9334945678711,new
99.78573608398438,charges
99.89795684814453,Total
99.80208587646484,amount
99.92932891845703,you
99.29312133789062,owe
99.92757415771484,by
99.53900146484375,Jul
98.2750244140625,21
99.14480590820312,'08
99.95650482177734,Compare
99.5211181640625,the
99.98493194580078,electricity
99.902587890625,you
99.93878936767578,are
99.92548370361328,using
99.88130950927734,Your
99.89234161376953,estimated
99.08946990966797,read
99.93081665039062,for
99.87279510498047,meter
99.78092193603516,308-520042
87.94203186035156,-
97.75269317626953,Jun
60.834896087646484,27
89.0934829711914,27'08
82.61518859863281,'08
99.64086151123047,Your
99.7537841796875,next
99.82005310058594,meter
99.76595306396484,read
99.20594787597656,will
99.81513214111328,be
99.7183609008789,on
99.79962158203125,or
99.84601593017578,about
99.33324432373047,Jul
87.8876724243164,29
96.25183868408203,'08.
99.87491607666016,Your
99.94636535644531,previous
99.7743148803711,read
94.86344146728516,-
99.53165435791016,May
92.49967956542969,29 '08
88.79654693603516,-
99.88703155517578,65199
99.94283294677734,Total
99.95557403564453,electricity
99.92552947998047,you
99.60563659667969,used
99.80976867675781,this
99.89759063720703,month
99.73918914794922,in
98.7829360961914,kWh
99.8350830078125,Your
99.96202850341797,daily
99.97647094726562,average
99.96646881103516,electricity
99.9261245727539,usage
99.3918685913086,(kWh)
90.3202133178711,Jun
89.50871276855469,'06
70.22052001953125,Jun '0
87.70574951171875,Jul
72.73301696777344,L'07
91.3605728149414,Aug
58.05865478515625,'07
98.49657440185547,Sep
94.3400650024414,'07
94.27661895751953,Oct
84.46817016601562,'07
97.23915100097656,Nov
95.52949523925781,'07
82.93316650390625,Dec
89.6317138671875,'07
85.54743194580078,Jan
74.04784393310547,'08
92.68255615234375,Feb'
69.24600219726562,'08
95.45172119140625,Mar
87.24141693115234,'08
96.77073669433594,Apr
95.52173614501953,'08
91.52143859863281,May
72.35802459716797,'08
95.41095733642578,Jun
95.41112518310547,'08
83.19784545898438,*
97.38610076904297,No
99.8213119506836,data
99.86671447753906,available
99.85482788085938,Please
99.90145874023438,return
99.83621978759766,the
99.9686508178711,payment
99.67439270019531,stub
89.84227752685547,below
99.56690979003906,with
99.8659439086914,your
99.97036743164062,paymen
99.67573547363281,and
99.53594970703125,make
99.93418884277344,your
99.54830169677734,check
99.95857238769531,payable
99.65975952148438,to
99.89099884033203,Southern
99.8733901977539,California
99.38545227050781,Edison.
98.23719787597656,If
99.85635375976562,you
99.5869369506836,want
99.83194732666016,to
99.96050262451172,pay
99.9092788696289,in
99.95846557617188,"person,"
99.409912109375,call
99.31895446777344,1-800-747-8908
99.870361328125,for
99.8267593383789,"locations,"
99.86572265625,or
99.87796783447266,you
99.39237213134766,can
99.92774200439453,pay
99.90666961669922,online
99.33465576171875,at
96.28026580810547,www.sce.com.
99.88221740722656,Amount
99.9070816040039,due
99.95283508300781,by
99.6786880493164,Jul
96.72602081298828,21
97.86271667480469,'08
99.87077331542969,Please
99.7986831665039,write
99.65222930908203,this
99.83152770996094,number
99.60438537597656,on
99.74423217773438,your
99.33950805664062,check.
99.86988067626953,Amount
99.93057250976562,enclosed
